id;description;date_operation;montant;operationcategorie_id
2090;Services financiers n.d.a;2011-07-28;-259.50;50
2091;Autres services n.d.a;2011-07-29;195.54;51
2092;Produits alimentaires et boissons non alcoolisées;2011-07-29;-432.88;1
2093;Produits alimentaires;2011-07-29;429.79;2
2094;Boissons non alcoolisées;2011-07-29;231.83;3
2095;Boissons alcoolisées et tabac;2011-07-29;-317.48;4
2096;Boissons alcoolisées;2011-07-29;17.88;5
2097;Tabac;2011-07-29;479.77;6
2098;Articles d'habillement et articles chaussants;2011-07-29;-225.30;7
2099;Articles d'habillement;2011-07-29;-311.91;8
2100;Articles chaussants;2011-07-29;-44.28;9
2101;Logement. eau. électricité. gaz et autres combustibles;2011-07-30;263.47;10
2102;Loyers d'habitation réels;2011-07-30;-154.06;11
2103;Loyers d'habitation imputés;2011-07-30;-23.21;12
2104;Entretien et de réparation du logement;2011-07-30;-63.27;13
2105;Adduction d'eau et autres services relatifs au logement;2011-07-30;39.20;14
2106;Électricité. gaz et autres combustibles;2011-07-30;130.45;15
2107;Ameublement. équipement ménager et entretien courant de la maison;2011-07-30;-158.20;16
2108;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2011-07-30;-437.72;17
2109;Articles de ménage en textile;2011-07-30;-26.95;18
2110;Appareils ménagers;2011-07-30;203.72;19
2111;Verrerie. vaisselle et ustensiles de ménage;2011-07-31;235.37;20
2112;Outillage pour la maison et le jardin;2011-07-31;-241.46;21
2113;Biens et services pour l'entretien courant du logement;2011-07-31;388.40;22
2114;Santé;2011-07-31;332.54;23
2115;"Produits et appareils thérapeutiques; matériel médical";2011-07-31;297.82;24
2116;Services de consultation externe;2011-07-31;-115.71;25
2117;Services hospitaliers;2011-07-31;408.43;26
2118;Transports;2011-07-31;-369.29;27
2119;Achats de véhicules;2011-07-31;-356.68;28
2120;Utilisation de véhicules personnels;2011-07-31;198.89;29
2121;Services de transport;2011-08-01;-267.99;30
2122;Communications;2011-08-01;330.27;31
2123;Communications;2011-08-01;-339.20;32
2124;Loisirs et culture;2011-08-01;-314.78;33
2125;Équipements audiovisuels. photographiques et informatiques;2011-08-01;-23.36;34
2126;Autres biens durables importants du domaine des loisirs et de la culture;2011-08-01;253.68;35
2127;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2011-08-01;-28.68;36
2128;Services récréatifs et culturels;2011-08-01;304.80;37
2129;Édition. presse et papeterie;2011-08-01;-97.79;38
2130;Voyages à forfait;2011-08-01;-36.36;39
2131;Enseignement;2011-08-02;367.23;40
2132;Enseignement;2011-08-02;-257.12;41
2133;Restaurants et hôtels;2011-08-02;-203.82;42
2134;Services de restauration;2011-08-02;-351.21;43
2135;Services d'hébergement;2011-08-02;-383.72;44
2136;Autres biens et servicesDocumentation des articles;2011-08-02;-111.93;45
2137;Soins personnels;2011-08-02;463.74;46
2138;Effets personnels n.d.a.;2011-08-02;29.74;47
2139;Protection sociale;2011-08-02;497.92;48
2140;Assurances;2011-08-02;437.74;49
2141;Services financiers n.d.a;2011-08-03;494.83;50
2142;Autres services n.d.a;2011-08-03;-368.24;51
2143;Produits alimentaires et boissons non alcoolisées;2011-08-03;-442.47;1
2144;Produits alimentaires;2011-08-03;265.77;2
2145;Boissons non alcoolisées;2011-08-03;-132.75;3
2146;Boissons alcoolisées et tabac;2011-08-03;-61.52;4
2147;Boissons alcoolisées;2011-08-03;43.47;5
2148;Tabac;2011-08-03;442.87;6
2149;Articles d'habillement et articles chaussants;2011-08-03;229.23;7
2150;Articles d'habillement;2011-08-03;236.47;8
2151;Articles chaussants;2011-08-04;-158.52;9
2152;Logement. eau. électricité. gaz et autres combustibles;2011-08-04;221.66;10
2153;Loyers d'habitation réels;2011-08-04;-8.08;11
2154;Loyers d'habitation imputés;2011-08-04;312.95;12
2155;Entretien et de réparation du logement;2011-08-04;331.39;13
2156;Adduction d'eau et autres services relatifs au logement;2011-08-04;-209.47;14
2157;Électricité. gaz et autres combustibles;2011-08-04;442.65;15
2158;Ameublement. équipement ménager et entretien courant de la maison;2011-08-04;-228.07;16
2159;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2011-08-04;68.49;17
2160;Articles de ménage en textile;2011-08-04;-279.00;18
2161;Appareils ménagers;2011-08-05;344.38;19
2162;Verrerie. vaisselle et ustensiles de ménage;2011-08-05;265.00;20
2163;Outillage pour la maison et le jardin;2011-08-05;-225.87;21
2164;Biens et services pour l'entretien courant du logement;2011-08-05;-211.39;22
2165;Santé;2011-08-05;-416.46;23
2166;"Produits et appareils thérapeutiques; matériel médical";2011-08-05;285.78;24
2167;Services de consultation externe;2011-08-05;356.07;25
2168;Services hospitaliers;2011-08-05;12.13;26
2169;Transports;2011-08-05;-310.48;27
2170;Achats de véhicules;2011-08-05;-151.07;28
2171;Utilisation de véhicules personnels;2011-08-06;-319.90;29
2172;Services de transport;2011-08-06;96.75;30
2173;Communications;2011-08-06;22.59;31
2174;Communications;2011-08-06;-484.54;32
2175;Loisirs et culture;2011-08-06;414.72;33
2176;Équipements audiovisuels. photographiques et informatiques;2011-08-06;281.22;34
2177;Autres biens durables importants du domaine des loisirs et de la culture;2011-08-06;324.83;35
2178;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2011-08-06;-288.21;36
2179;Services récréatifs et culturels;2011-08-06;460.15;37
2180;Édition. presse et papeterie;2011-08-06;-6.60;38
2181;Voyages à forfait;2011-08-07;-453.37;39
2182;Enseignement;2011-08-07;-274.54;40
2183;Enseignement;2011-08-07;435.34;41
2184;Restaurants et hôtels;2011-08-07;467.74;42
2185;Services de restauration;2011-08-07;302.25;43
2186;Services d'hébergement;2011-08-07;230.88;44
2187;Autres biens et servicesDocumentation des articles;2011-08-07;191.08;45
2188;Soins personnels;2011-08-07;-277.60;46
2189;Effets personnels n.d.a.;2011-08-07;361.44;47
2190;Protection sociale;2011-08-07;17.80;48
2191;Assurances;2011-08-08;171.57;49
2192;Services financiers n.d.a;2011-08-08;-431.81;50
2193;Autres services n.d.a;2011-08-08;-493.57;51
2194;Produits alimentaires et boissons non alcoolisées;2011-08-08;-57.36;1
2195;Produits alimentaires;2011-08-08;241.96;2
2196;Boissons non alcoolisées;2011-08-08;109.72;3
2197;Boissons alcoolisées et tabac;2011-08-08;454.92;4
2198;Boissons alcoolisées;2011-08-08;318.65;5
2199;Tabac;2011-08-08;238.74;6
2200;Articles d'habillement et articles chaussants;2011-08-08;-382.43;7
2201;Articles d'habillement;2011-08-09;-198.31;8
2202;Articles chaussants;2011-08-09;396.77;9
2203;Logement. eau. électricité. gaz et autres combustibles;2011-08-09;17.00;10
2204;Loyers d'habitation réels;2011-08-09;-418.41;11
2205;Loyers d'habitation imputés;2011-08-09;-240.78;12
2206;Entretien et de réparation du logement;2011-08-09;430.36;13
2207;Adduction d'eau et autres services relatifs au logement;2011-08-09;-351.10;14
2208;Électricité. gaz et autres combustibles;2011-08-09;-259.72;15
2209;Ameublement. équipement ménager et entretien courant de la maison;2011-08-09;-70.28;16
2210;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2011-08-09;-215.26;17
2211;Articles de ménage en textile;2011-08-10;362.25;18
2212;Appareils ménagers;2011-08-10;-141.45;19
2213;Verrerie. vaisselle et ustensiles de ménage;2011-08-10;-83.58;20
2214;Outillage pour la maison et le jardin;2011-08-10;-69.95;21
2215;Biens et services pour l'entretien courant du logement;2011-08-10;-201.77;22
2216;Santé;2011-08-10;-311.91;23
2217;"Produits et appareils thérapeutiques; matériel médical";2011-08-10;489.29;24
2218;Services de consultation externe;2011-08-10;46.41;25
2219;Services hospitaliers;2011-08-10;306.33;26
2220;Transports;2011-08-10;-376.07;27
2221;Achats de véhicules;2011-08-11;-66.48;28
2222;Utilisation de véhicules personnels;2011-08-11;12.77;29
2223;Services de transport;2011-08-11;-331.96;30
2224;Communications;2011-08-11;-314.50;31
2225;Communications;2011-08-11;136.03;32
2226;Loisirs et culture;2011-08-11;-50.54;33
2227;Équipements audiovisuels. photographiques et informatiques;2011-08-11;-113.52;34
2228;Autres biens durables importants du domaine des loisirs et de la culture;2011-08-11;242.87;35
2229;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2011-08-11;421.49;36
2230;Services récréatifs et culturels;2011-08-11;358.36;37
2231;Édition. presse et papeterie;2011-08-12;183.38;38
2232;Voyages à forfait;2011-08-12;-281.05;39
2233;Enseignement;2011-08-12;-418.66;40
2234;Enseignement;2011-08-12;375.42;41
2235;Restaurants et hôtels;2011-08-12;179.90;42
2236;Services de restauration;2011-08-12;438.08;43
2237;Services d'hébergement;2011-08-12;-196.85;44
2238;Autres biens et servicesDocumentation des articles;2011-08-12;195.80;45
2239;Soins personnels;2011-08-12;-117.45;46
2240;Effets personnels n.d.a.;2011-08-12;-248.00;47
2241;Protection sociale;2011-08-13;184.87;48
2242;Assurances;2011-08-13;-328.64;49
2243;Services financiers n.d.a;2011-08-13;-310.43;50
2244;Autres services n.d.a;2011-08-13;433.95;51
2245;Produits alimentaires et boissons non alcoolisées;2011-08-13;232.88;1
2246;Produits alimentaires;2011-08-13;467.11;2
2247;Boissons non alcoolisées;2011-08-13;-393.87;3
2248;Boissons alcoolisées et tabac;2011-08-13;-375.57;4
2249;Boissons alcoolisées;2011-08-13;148.67;5
2250;Tabac;2011-08-13;32.13;6
2251;Articles d'habillement et articles chaussants;2011-08-14;253.02;7
2252;Articles d'habillement;2011-08-14;-30.93;8
2253;Articles chaussants;2011-08-14;-98.92;9
2254;Logement. eau. électricité. gaz et autres combustibles;2011-08-14;-92.50;10
2255;Loyers d'habitation réels;2011-08-14;-316.28;11
2256;Loyers d'habitation imputés;2011-08-14;-363.31;12
2257;Entretien et de réparation du logement;2011-08-14;95.87;13
2258;Adduction d'eau et autres services relatifs au logement;2011-08-14;127.48;14
2259;Électricité. gaz et autres combustibles;2011-08-14;273.76;15
2260;Ameublement. équipement ménager et entretien courant de la maison;2011-08-14;-177.46;16
2261;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2011-08-15;-260.38;17
2262;Articles de ménage en textile;2011-08-15;378.63;18
2263;Appareils ménagers;2011-08-15;-127.10;19
2264;Verrerie. vaisselle et ustensiles de ménage;2011-08-15;61.51;20
2265;Outillage pour la maison et le jardin;2011-08-15;-337.80;21
2266;Biens et services pour l'entretien courant du logement;2011-08-15;-206.75;22
2267;Santé;2011-08-15;-47.91;23
2268;"Produits et appareils thérapeutiques; matériel médical";2011-08-15;-86.04;24
2269;Services de consultation externe;2011-08-15;358.70;25
2270;Services hospitaliers;2011-08-15;399.10;26
2271;Transports;2011-08-16;477.52;27
2272;Achats de véhicules;2011-08-16;77.38;28
2273;Utilisation de véhicules personnels;2011-08-16;-265.82;29
2274;Services de transport;2011-08-16;-64.09;30
2275;Communications;2011-08-16;-243.17;31
2276;Communications;2011-08-16;250.16;32
2277;Loisirs et culture;2011-08-16;171.75;33
2278;Équipements audiovisuels. photographiques et informatiques;2011-08-16;100.54;34
2279;Autres biens durables importants du domaine des loisirs et de la culture;2011-08-16;-124.94;35
2280;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2011-08-16;423.72;36
2281;Services récréatifs et culturels;2011-08-17;129.26;37
2282;Édition. presse et papeterie;2011-08-17;-432.08;38
2283;Voyages à forfait;2011-08-17;-168.06;39
2284;Enseignement;2011-08-17;-209.21;40
2285;Enseignement;2011-08-17;-99.77;41
2286;Restaurants et hôtels;2011-08-17;360.34;42
2287;Services de restauration;2011-08-17;456.57;43
2288;Services d'hébergement;2011-08-17;-451.63;44
2289;Autres biens et servicesDocumentation des articles;2011-08-17;-61.91;45
2290;Soins personnels;2011-08-17;-91.88;46
2291;Effets personnels n.d.a.;2011-08-18;387.19;47
2292;Protection sociale;2011-08-18;176.95;48
2293;Assurances;2011-08-18;490.47;49
2294;Services financiers n.d.a;2011-08-18;407.54;50
2295;Autres services n.d.a;2011-08-18;-322.25;51
2296;Produits alimentaires et boissons non alcoolisées;2011-08-18;44.94;1
2297;Produits alimentaires;2011-08-18;24.69;2
2298;Boissons non alcoolisées;2011-08-18;100.36;3
2299;Boissons alcoolisées et tabac;2011-08-18;-105.26;4
2300;Boissons alcoolisées;2011-08-18;-112.99;5
2301;Tabac;2011-08-19;113.02;6
2302;Articles d'habillement et articles chaussants;2011-08-19;-216.44;7
2303;Articles d'habillement;2011-08-19;4.93;8
2304;Articles chaussants;2011-08-19;98.40;9
2305;Logement. eau. électricité. gaz et autres combustibles;2011-08-19;369.88;10
2306;Loyers d'habitation réels;2011-08-19;-470.33;11
2307;Loyers d'habitation imputés;2011-08-19;473.79;12
2308;Entretien et de réparation du logement;2011-08-19;329.37;13
2309;Adduction d'eau et autres services relatifs au logement;2011-08-19;-485.67;14
2310;Électricité. gaz et autres combustibles;2011-08-19;145.93;15
2311;Ameublement. équipement ménager et entretien courant de la maison;2011-08-20;-294.37;16
2312;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2011-08-20;-350.60;17
2313;Articles de ménage en textile;2011-08-20;-346.44;18
2314;Appareils ménagers;2011-08-20;264.83;19
2315;Verrerie. vaisselle et ustensiles de ménage;2011-08-20;29.76;20
2316;Outillage pour la maison et le jardin;2011-08-20;-447.74;21
2317;Biens et services pour l'entretien courant du logement;2011-08-20;338.72;22
2318;Santé;2011-08-20;333.79;23
2319;"Produits et appareils thérapeutiques; matériel médical";2011-08-20;409.88;24
2320;Services de consultation externe;2011-08-20;-413.11;25
2321;Services hospitaliers;2011-08-21;-46.44;26
2322;Transports;2011-08-21;462.31;27
2323;Achats de véhicules;2011-08-21;-429.58;28
2324;Utilisation de véhicules personnels;2011-08-21;71.06;29
2325;Services de transport;2011-08-21;364.76;30
2326;Communications;2011-08-21;-198.49;31
2327;Communications;2011-08-21;449.22;32
2328;Loisirs et culture;2011-08-21;342.61;33
2329;Équipements audiovisuels. photographiques et informatiques;2011-08-21;499.10;34
2330;Autres biens durables importants du domaine des loisirs et de la culture;2011-08-21;-322.99;35
2331;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2011-08-22;108.43;36
2332;Services récréatifs et culturels;2011-08-22;-165.51;37
2333;Édition. presse et papeterie;2011-08-22;407.02;38
2334;Voyages à forfait;2011-08-22;-299.11;39
2335;Enseignement;2011-08-22;-196.72;40
2336;Enseignement;2011-08-22;453.72;41
2337;Restaurants et hôtels;2011-08-22;492.76;42
2338;Services de restauration;2011-08-22;-99.15;43
2339;Services d'hébergement;2011-08-22;-317.97;44
2340;Autres biens et servicesDocumentation des articles;2011-08-22;243.03;45
2341;Soins personnels;2011-08-23;339.39;46
2342;Effets personnels n.d.a.;2011-08-23;-311.40;47
2343;Protection sociale;2011-08-23;210.43;48
2344;Assurances;2011-08-23;312.93;49
2345;Services financiers n.d.a;2011-08-23;-280.14;50
2346;Autres services n.d.a;2011-08-23;452.92;51
2347;Produits alimentaires et boissons non alcoolisées;2011-08-23;-112.15;1
2348;Produits alimentaires;2011-08-23;441.93;2
2349;Boissons non alcoolisées;2011-08-23;358.38;3
2350;Boissons alcoolisées et tabac;2011-08-23;488.08;4
2351;Boissons alcoolisées;2011-08-24;-72.97;5
2352;Tabac;2011-08-24;66.10;6
2353;Articles d'habillement et articles chaussants;2011-08-24;116.83;7
2354;Articles d'habillement;2011-08-24;-135.86;8
2355;Articles chaussants;2011-08-24;-320.89;9
2356;Logement. eau. électricité. gaz et autres combustibles;2011-08-24;-422.85;10
2357;Loyers d'habitation réels;2011-08-24;146.18;11
2358;Loyers d'habitation imputés;2011-08-24;140.88;12
2359;Entretien et de réparation du logement;2011-08-24;-425.04;13
2360;Adduction d'eau et autres services relatifs au logement;2011-08-24;-206.38;14
2361;Électricité. gaz et autres combustibles;2011-08-25;-41.83;15
2362;Ameublement. équipement ménager et entretien courant de la maison;2011-08-25;-474.69;16
2363;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2011-08-25;-446.01;17
2364;Articles de ménage en textile;2011-08-25;-361.03;18
2365;Appareils ménagers;2011-08-25;-314.06;19
2366;Verrerie. vaisselle et ustensiles de ménage;2011-08-25;-484.88;20
2367;Outillage pour la maison et le jardin;2011-08-25;-138.92;21
2368;Biens et services pour l'entretien courant du logement;2011-08-25;-145.20;22
2369;Santé;2011-08-25;141.76;23
2370;"Produits et appareils thérapeutiques; matériel médical";2011-08-25;280.20;24
2371;Services de consultation externe;2011-08-26;-130.00;25
2372;Services hospitaliers;2011-08-26;-9.84;26
2373;Transports;2011-08-26;16.88;27
2374;Achats de véhicules;2011-08-26;-478.39;28
